queue_rank,probe_id,timing_rank,timing_probe_id,base_queue_rank,base_probe_id,variant_side,variant_indicator_id,variant_lookback_bars,baseline_lookback_bars,anchor_type,recipe,anchor_id,anchor_signal_role,anchor_strategy_role,trigger_id,trigger_signal_role,trigger_strategy_role,probe_timeframe,instruments,anchor_timeframe,pair_prior_score,pair_prior_bucket,baseline_status,baseline_composite_score,baseline_signal_count,baseline_best_expectancy_r,baseline_best_trades,baseline_best_profit_factor,profile_path,result_dir
31,l3b-031-l3-016-rsi-mean-reversion-channel-reentry-m15-tr-lb2,31,l3b-031-l3-016-rsi-mean-reversion-channel-reentry-m15-tr-lb2,16,l3-016-rsi-mean-reversion-channel-reentry-m15,trigger,CHANNEL_REENTRY,2,1,mean_reversion,mean_reversion_reclaim,RSI_MEAN_REVERSION,setup,mean-reversion,CHANNEL_REENTRY,trigger,mean-reversion,M15,"EURUSD,GBPUSD,USDJPY,XAUUSD",M15,85.34,probe_now,ok,41.462,220.0,0.0887,214,1.1254,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\profiles\l3b-031-l3-016-rsi-mean-reversion-channel-reentry-m15-tr-lb2.json,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-031-l3-016-rsi-mean-reversion-channel-reentry-m15-tr-lb2
32,l3b-032-l3-016-rsi-mean-reversion-channel-reentry-m15-tr-lb3,32,l3b-032-l3-016-rsi-mean-reversion-channel-reentry-m15-tr-lb3,16,l3-016-rsi-mean-reversion-channel-reentry-m15,trigger,CHANNEL_REENTRY,3,1,mean_reversion,mean_reversion_reclaim,RSI_MEAN_REVERSION,setup,mean-reversion,CHANNEL_REENTRY,trigger,mean-reversion,M15,"EURUSD,GBPUSD,USDJPY,XAUUSD",M15,85.34,probe_now,ok,41.462,220.0,0.0887,214,1.1254,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\profiles\l3b-032-l3-016-rsi-mean-reversion-channel-reentry-m15-tr-lb3.json,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-032-l3-016-rsi-mean-reversion-channel-reentry-m15-tr-lb3
33,l3b-033-l3-017-toby-crabel-narrow-range-pmo-crossover-m15-tr-lb1,33,l3b-033-l3-017-toby-crabel-narrow-range-pmo-crossover-m15-tr-lb1,17,l3-017-toby-crabel-narrow-range-pmo-crossover-m15,trigger,PMO_CROSSOVER,1,2,compression,breakout_compression_release,TOBY_CRABEL_NARROW_RANGE,trigger,confirm,PMO_CROSSOVER,trigger,confirm,M15,"EURUSD,GBPUSD,USDJPY,XAUUSD",M15,84.97,probe_now,ok,0.0,156.0,-0.1115,155,0.8598,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\profiles\l3b-033-l3-017-toby-crabel-narrow-range-pmo-crossover-m15-tr-lb1.json,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-033-l3-017-toby-crabel-narrow-range-pmo-crossover-m15-tr-lb1
34,l3b-034-l3-017-toby-crabel-narrow-range-pmo-crossover-m15-tr-lb3,34,l3b-034-l3-017-toby-crabel-narrow-range-pmo-crossover-m15-tr-lb3,17,l3-017-toby-crabel-narrow-range-pmo-crossover-m15,trigger,PMO_CROSSOVER,3,2,compression,breakout_compression_release,TOBY_CRABEL_NARROW_RANGE,trigger,confirm,PMO_CROSSOVER,trigger,confirm,M15,"EURUSD,GBPUSD,USDJPY,XAUUSD",M15,84.97,probe_now,ok,0.0,156.0,-0.1115,155,0.8598,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\profiles\l3b-034-l3-017-toby-crabel-narrow-range-pmo-crossover-m15-tr-lb3.json,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-034-l3-017-toby-crabel-narrow-range-pmo-crossover-m15-tr-lb3
35,l3b-035-l3-018-adx-market-mode-transition-m15-tr-lb1,35,l3b-035-l3-018-adx-market-mode-transition-m15-tr-lb1,18,l3-018-adx-market-mode-transition-m15,trigger,MARKET_MODE_TRANSITION,1,2,trend,trend_pullback_continuation,ADX,filter,,MARKET_MODE_TRANSITION,trigger,confirm,M15,"EURUSD,GBPUSD,USDJPY,XAUUSD",M5,84.92,probe_now,ok,0.0,866.0,-0.0218,838,0.9531,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\profiles\l3b-035-l3-018-adx-market-mode-transition-m15-tr-lb1.json,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-035-l3-018-adx-market-mode-transition-m15-tr-lb1
36,l3b-036-l3-018-adx-market-mode-transition-m15-tr-lb3,36,l3b-036-l3-018-adx-market-mode-transition-m15-tr-lb3,18,l3-018-adx-market-mode-transition-m15,trigger,MARKET_MODE_TRANSITION,3,2,trend,trend_pullback_continuation,ADX,filter,,MARKET_MODE_TRANSITION,trigger,confirm,M15,"EURUSD,GBPUSD,USDJPY,XAUUSD",M5,84.92,probe_now,ok,0.0,866.0,-0.0218,838,0.9531,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\profiles\l3b-036-l3-018-adx-market-mode-transition-m15-tr-lb3.json,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-036-l3-018-adx-market-mode-transition-m15-tr-lb3
37,l3b-037-l3-019-ma-slope-trend-market-mode-transition-m15-tr-lb1,37,l3b-037-l3-019-ma-slope-trend-market-mode-transition-m15-tr-lb1,19,l3-019-ma-slope-trend-market-mode-transition-m15,trigger,MARKET_MODE_TRANSITION,1,2,trend,trend_pullback_continuation,MA_SLOPE_TREND,context,trend,MARKET_MODE_TRANSITION,trigger,confirm,M15,"EURUSD,GBPUSD,USDJPY,XAUUSD",M5,84.66,probe_now,ok,0.0,126.0,0.0257,122,1.9504,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\profiles\l3b-037-l3-019-ma-slope-trend-market-mode-transition-m15-tr-lb1.json,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-037-l3-019-ma-slope-trend-market-mode-transition-m15-tr-lb1
38,l3b-038-l3-019-ma-slope-trend-market-mode-transition-m15-tr-lb3,38,l3b-038-l3-019-ma-slope-trend-market-mode-transition-m15-tr-lb3,19,l3-019-ma-slope-trend-market-mode-transition-m15,trigger,MARKET_MODE_TRANSITION,3,2,trend,trend_pullback_continuation,MA_SLOPE_TREND,context,trend,MARKET_MODE_TRANSITION,trigger,confirm,M15,"EURUSD,GBPUSD,USDJPY,XAUUSD",M5,84.66,probe_now,ok,0.0,126.0,0.0257,122,1.9504,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\profiles\l3b-038-l3-019-ma-slope-trend-market-mode-transition-m15-tr-lb3.json,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-038-l3-019-ma-slope-trend-market-mode-transition-m15-tr-lb3
39,l3b-039-l3-020-bbands-position-mean-reversion-channel-reentry-m15-tr-lb2,39,l3b-039-l3-020-bbands-position-mean-reversion-channel-reentry-m15-tr-lb2,20,l3-020-bbands-position-mean-reversion-channel-reentry-m15,trigger,CHANNEL_REENTRY,2,1,mean_reversion,mean_reversion_reclaim,BBANDS_POSITION_MEAN_REVERSION,setup,mean-reversion,CHANNEL_REENTRY,trigger,mean-reversion,M15,"EURUSD,GBPUSD,USDJPY,XAUUSD",M15,84.57,probe_now,ok,0.0,416.0,0.0408,403,1.0773,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\profiles\l3b-039-l3-020-bbands-position-mean-reversion-channel-reentry-m15-tr-lb2.json,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-039-l3-020-bbands-position-mean-reversion-channel-reentry-m15-tr-lb2
40,l3b-040-l3-020-bbands-position-mean-reversion-channel-reentry-m15-tr-lb3,40,l3b-040-l3-020-bbands-position-mean-reversion-channel-reentry-m15-tr-lb3,20,l3-020-bbands-position-mean-reversion-channel-reentry-m15,trigger,CHANNEL_REENTRY,3,1,mean_reversion,mean_reversion_reclaim,BBANDS_POSITION_MEAN_REVERSION,setup,mean-reversion,CHANNEL_REENTRY,trigger,mean-reversion,M15,"EURUSD,GBPUSD,USDJPY,XAUUSD",M15,84.57,probe_now,ok,0.0,416.0,0.0408,403,1.0773,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\profiles\l3b-040-l3-020-bbands-position-mean-reversion-channel-reentry-m15-tr-lb3.json,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-040-l3-020-bbands-position-mean-reversion-channel-reentry-m15-tr-lb3
41,l3b-041-l3-021-toby-crabel-narrow-range-wavetrend-crossover-m15-tr-lb1,41,l3b-041-l3-021-toby-crabel-narrow-range-wavetrend-crossover-m15-tr-lb1,21,l3-021-toby-crabel-narrow-range-wavetrend-crossover-m15,trigger,WAVETREND_CROSSOVER,1,2,compression,breakout_compression_release,TOBY_CRABEL_NARROW_RANGE,trigger,confirm,WAVETREND_CROSSOVER,trigger,confirm,M15,"EURUSD,GBPUSD,USDJPY,XAUUSD",M15,84.53,probe_now,ok,0.0,55.0,-0.1404,55,0.6986,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\profiles\l3b-041-l3-021-toby-crabel-narrow-range-wavetrend-crossover-m15-tr-lb1.json,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-041-l3-021-toby-crabel-narrow-range-wavetrend-crossover-m15-tr-lb1
42,l3b-042-l3-021-toby-crabel-narrow-range-wavetrend-crossover-m15-tr-lb3,42,l3b-042-l3-021-toby-crabel-narrow-range-wavetrend-crossover-m15-tr-lb3,21,l3-021-toby-crabel-narrow-range-wavetrend-crossover-m15,trigger,WAVETREND_CROSSOVER,3,2,compression,breakout_compression_release,TOBY_CRABEL_NARROW_RANGE,trigger,confirm,WAVETREND_CROSSOVER,trigger,confirm,M15,"EURUSD,GBPUSD,USDJPY,XAUUSD",M15,84.53,probe_now,ok,0.0,55.0,-0.1404,55,0.6986,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\profiles\l3b-042-l3-021-toby-crabel-narrow-range-wavetrend-crossover-m15-tr-lb3.json,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-042-l3-021-toby-crabel-narrow-range-wavetrend-crossover-m15-tr-lb3
43,l3b-043-l3-022-adx-ttf-dsl-transition-m15-tr-lb2,43,l3b-043-l3-022-adx-ttf-dsl-transition-m15-tr-lb2,22,l3-022-adx-ttf-dsl-transition-m15,trigger,TTF_DSL_TRANSITION,2,1,trend,trend_pullback_continuation,ADX,filter,,TTF_DSL_TRANSITION,trigger,confirm,M15,"EURUSD,GBPUSD,USDJPY,XAUUSD",M5,84.48,probe_now,ok,0.0,745.0,-0.0379,710,0.951,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\profiles\l3b-043-l3-022-adx-ttf-dsl-transition-m15-tr-lb2.json,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-043-l3-022-adx-ttf-dsl-transition-m15-tr-lb2
44,l3b-044-l3-022-adx-ttf-dsl-transition-m15-tr-lb3,44,l3b-044-l3-022-adx-ttf-dsl-transition-m15-tr-lb3,22,l3-022-adx-ttf-dsl-transition-m15,trigger,TTF_DSL_TRANSITION,3,1,trend,trend_pullback_continuation,ADX,filter,,TTF_DSL_TRANSITION,trigger,confirm,M15,"EURUSD,GBPUSD,USDJPY,XAUUSD",M5,84.48,probe_now,ok,0.0,745.0,-0.0379,710,0.951,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\profiles\l3b-044-l3-022-adx-ttf-dsl-transition-m15-tr-lb3.json,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-044-l3-022-adx-ttf-dsl-transition-m15-tr-lb3
45,l3b-045-l3-023-bollinger-keltner-squeeze-filter-market-mode-transition-m15-tr-lb1,45,l3b-045-l3-023-bollinger-keltner-squeeze-filter-market-mode-transition-m15-tr-lb1,23,l3-023-bollinger-keltner-squeeze-filter-market-mode-transition-m15,trigger,MARKET_MODE_TRANSITION,1,2,compression,breakout_compression_release,BOLLINGER_KELTNER_SQUEEZE_FILTER,filter,filter,MARKET_MODE_TRANSITION,trigger,confirm,M15,"EURUSD,GBPUSD,USDJPY,XAUUSD",M15,84.47,probe_now,ok,0.0,429.0,-0.1528,415,0.6793,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\profiles\l3b-045-l3-023-bollinger-keltner-squeeze-filter-market-mode-transition-m15-tr-lb1.json,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-045-l3-023-bollinger-keltner-squeeze-filter-market-mode-transition-m15-tr-lb1
46,l3b-046-l3-023-bollinger-keltner-squeeze-filter-market-mode-transition-m15-tr-lb3,46,l3b-046-l3-023-bollinger-keltner-squeeze-filter-market-mode-transition-m15-tr-lb3,23,l3-023-bollinger-keltner-squeeze-filter-market-mode-transition-m15,trigger,MARKET_MODE_TRANSITION,3,2,compression,breakout_compression_release,BOLLINGER_KELTNER_SQUEEZE_FILTER,filter,filter,MARKET_MODE_TRANSITION,trigger,confirm,M15,"EURUSD,GBPUSD,USDJPY,XAUUSD",M15,84.47,probe_now,ok,0.0,429.0,-0.1528,415,0.6793,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\profiles\l3b-046-l3-023-bollinger-keltner-squeeze-filter-market-mode-transition-m15-tr-lb3.json,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-046-l3-023-bollinger-keltner-squeeze-filter-market-mode-transition-m15-tr-lb3
47,l3b-047-l3-024-kalman-velocity-confirm-pmo-crossover-m15-tr-lb1,47,l3b-047-l3-024-kalman-velocity-confirm-pmo-crossover-m15-tr-lb1,24,l3-024-kalman-velocity-confirm-pmo-crossover-m15,trigger,PMO_CROSSOVER,1,2,trend,trend_pullback_continuation,KALMAN_VELOCITY_CONFIRM,setup,confirm,PMO_CROSSOVER,trigger,confirm,M15,"EURUSD,GBPUSD,USDJPY,XAUUSD",M15,84.27,probe_now,ok,67.0715,48.0,0.6257,44,2.4589,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\profiles\l3b-047-l3-024-kalman-velocity-confirm-pmo-crossover-m15-tr-lb1.json,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-047-l3-024-kalman-velocity-confirm-pmo-crossover-m15-tr-lb1
48,l3b-048-l3-024-kalman-velocity-confirm-pmo-crossover-m15-tr-lb3,48,l3b-048-l3-024-kalman-velocity-confirm-pmo-crossover-m15-tr-lb3,24,l3-024-kalman-velocity-confirm-pmo-crossover-m15,trigger,PMO_CROSSOVER,3,2,trend,trend_pullback_continuation,KALMAN_VELOCITY_CONFIRM,setup,confirm,PMO_CROSSOVER,trigger,confirm,M15,"EURUSD,GBPUSD,USDJPY,XAUUSD",M15,84.27,probe_now,ok,67.0715,48.0,0.6257,44,2.4589,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\profiles\l3b-048-l3-024-kalman-velocity-confirm-pmo-crossover-m15-tr-lb3.json,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-048-l3-024-kalman-velocity-confirm-pmo-crossover-m15-tr-lb3
49,l3b-049-l3-025-toby-crabel-narrow-range-key-reversal-signal-m15-tr-lb2,49,l3b-049-l3-025-toby-crabel-narrow-range-key-reversal-signal-m15-tr-lb2,25,l3-025-toby-crabel-narrow-range-key-reversal-signal-m15,trigger,KEY_REVERSAL_SIGNAL,2,1,compression,breakout_compression_release,TOBY_CRABEL_NARROW_RANGE,trigger,confirm,KEY_REVERSAL_SIGNAL,trigger,confirm,M15,"EURUSD,GBPUSD,USDJPY,XAUUSD",M15,84.19,probe_now,ok,0.0,131.0,-0.1345,124,0.8669,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\profiles\l3b-049-l3-025-toby-crabel-narrow-range-key-reversal-signal-m15-tr-lb2.json,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-049-l3-025-toby-crabel-narrow-range-key-reversal-signal-m15-tr-lb2
50,l3b-050-l3-025-toby-crabel-narrow-range-key-reversal-signal-m15-tr-lb3,50,l3b-050-l3-025-toby-crabel-narrow-range-key-reversal-signal-m15-tr-lb3,25,l3-025-toby-crabel-narrow-range-key-reversal-signal-m15,trigger,KEY_REVERSAL_SIGNAL,3,1,compression,breakout_compression_release,TOBY_CRABEL_NARROW_RANGE,trigger,confirm,KEY_REVERSAL_SIGNAL,trigger,confirm,M15,"EURUSD,GBPUSD,USDJPY,XAUUSD",M15,84.19,probe_now,ok,0.0,131.0,-0.1345,124,0.8669,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\profiles\l3b-050-l3-025-toby-crabel-narrow-range-key-reversal-signal-m15-tr-lb3.json,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-050-l3-025-toby-crabel-narrow-range-key-reversal-signal-m15-tr-lb3
51,l3b-051-l3-026-bollinger-keltner-squeeze-filter-ttf-dsl-transition-m15-tr-lb2,51,l3b-051-l3-026-bollinger-keltner-squeeze-filter-ttf-dsl-transition-m15-tr-lb2,26,l3-026-bollinger-keltner-squeeze-filter-ttf-dsl-transition-m15,trigger,TTF_DSL_TRANSITION,2,1,compression,breakout_compression_release,BOLLINGER_KELTNER_SQUEEZE_FILTER,filter,filter,TTF_DSL_TRANSITION,trigger,confirm,M15,"EURUSD,GBPUSD,USDJPY,XAUUSD",M15,84.03,probe_now,ok,0.0,269.0,0.0187,256,1.0714,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\profiles\l3b-051-l3-026-bollinger-keltner-squeeze-filter-ttf-dsl-transition-m15-tr-lb2.json,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-051-l3-026-bollinger-keltner-squeeze-filter-ttf-dsl-transition-m15-tr-lb2
52,l3b-052-l3-026-bollinger-keltner-squeeze-filter-ttf-dsl-transition-m15-tr-lb3,52,l3b-052-l3-026-bollinger-keltner-squeeze-filter-ttf-dsl-transition-m15-tr-lb3,26,l3-026-bollinger-keltner-squeeze-filter-ttf-dsl-transition-m15,trigger,TTF_DSL_TRANSITION,3,1,compression,breakout_compression_release,BOLLINGER_KELTNER_SQUEEZE_FILTER,filter,filter,TTF_DSL_TRANSITION,trigger,confirm,M15,"EURUSD,GBPUSD,USDJPY,XAUUSD",M15,84.03,probe_now,ok,0.0,269.0,0.0187,256,1.0714,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\profiles\l3b-052-l3-026-bollinger-keltner-squeeze-filter-ttf-dsl-transition-m15-tr-lb3.json,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-052-l3-026-bollinger-keltner-squeeze-filter-ttf-dsl-transition-m15-tr-lb3
53,l3b-053-l3-027-toby-crabel-narrow-range-candle-direction-index-m5-tr-lb2,53,l3b-053-l3-027-toby-crabel-narrow-range-candle-direction-index-m5-tr-lb2,27,l3-027-toby-crabel-narrow-range-candle-direction-index-m5,trigger,CANDLE_DIRECTION_INDEX,2,1,compression,breakout_compression_release,TOBY_CRABEL_NARROW_RANGE,trigger,confirm,CANDLE_DIRECTION_INDEX,trigger,confirm,M5,"EURUSD,GBPUSD,USDJPY,XAUUSD",M5,83.54,probe_now,ok,0.0,4.0,2.381,3,,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\profiles\l3b-053-l3-027-toby-crabel-narrow-range-candle-direction-index-m5-tr-lb2.json,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-053-l3-027-toby-crabel-narrow-range-candle-direction-index-m5-tr-lb2
54,l3b-054-l3-027-toby-crabel-narrow-range-candle-direction-index-m5-tr-lb3,54,l3b-054-l3-027-toby-crabel-narrow-range-candle-direction-index-m5-tr-lb3,27,l3-027-toby-crabel-narrow-range-candle-direction-index-m5,trigger,CANDLE_DIRECTION_INDEX,3,1,compression,breakout_compression_release,TOBY_CRABEL_NARROW_RANGE,trigger,confirm,CANDLE_DIRECTION_INDEX,trigger,confirm,M5,"EURUSD,GBPUSD,USDJPY,XAUUSD",M5,83.54,probe_now,ok,0.0,4.0,2.381,3,,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\profiles\l3b-054-l3-027-toby-crabel-narrow-range-candle-direction-index-m5-tr-lb3.json,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-054-l3-027-toby-crabel-narrow-range-candle-direction-index-m5-tr-lb3
55,l3b-055-l3-028-toby-crabel-narrow-range-nvo-volume-impulse-m5-tr-lb2,55,l3b-055-l3-028-toby-crabel-narrow-range-nvo-volume-impulse-m5-tr-lb2,28,l3-028-toby-crabel-narrow-range-nvo-volume-impulse-m5,trigger,NVO_VOLUME_IMPULSE,2,1,compression,breakout_compression_release,TOBY_CRABEL_NARROW_RANGE,trigger,confirm,NVO_VOLUME_IMPULSE,trigger,confirm,M5,"EURUSD,GBPUSD,USDJPY,XAUUSD",M5,83.43,probe_now,ok,0.0,138.0,-0.0584,136,0.9607,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\profiles\l3b-055-l3-028-toby-crabel-narrow-range-nvo-volume-impulse-m5-tr-lb2.json,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-055-l3-028-toby-crabel-narrow-range-nvo-volume-impulse-m5-tr-lb2
56,l3b-056-l3-028-toby-crabel-narrow-range-nvo-volume-impulse-m5-tr-lb3,56,l3b-056-l3-028-toby-crabel-narrow-range-nvo-volume-impulse-m5-tr-lb3,28,l3-028-toby-crabel-narrow-range-nvo-volume-impulse-m5,trigger,NVO_VOLUME_IMPULSE,3,1,compression,breakout_compression_release,TOBY_CRABEL_NARROW_RANGE,trigger,confirm,NVO_VOLUME_IMPULSE,trigger,confirm,M5,"EURUSD,GBPUSD,USDJPY,XAUUSD",M5,83.43,probe_now,ok,0.0,138.0,-0.0584,136,0.9607,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\profiles\l3b-056-l3-028-toby-crabel-narrow-range-nvo-volume-impulse-m5-tr-lb3.json,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-056-l3-028-toby-crabel-narrow-range-nvo-volume-impulse-m5-tr-lb3
57,l3b-057-l3-029-rolling-volume-profile-context-channel-reentry-m5-tr-lb2,57,l3b-057-l3-029-rolling-volume-profile-context-channel-reentry-m5-tr-lb2,29,l3-029-rolling-volume-profile-context-channel-reentry-m5,trigger,CHANNEL_REENTRY,2,1,profile_value,profile_value_context,ROLLING_VOLUME_PROFILE_CONTEXT,filter,filter,CHANNEL_REENTRY,trigger,mean-reversion,M5,"EURUSD,GBPUSD,USDJPY,XAUUSD",M15,83.38,probe_now,ok,0.0,480.0,-0.0234,469,0.955,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\profiles\l3b-057-l3-029-rolling-volume-profile-context-channel-reentry-m5-tr-lb2.json,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-057-l3-029-rolling-volume-profile-context-channel-reentry-m5-tr-lb2
58,l3b-058-l3-029-rolling-volume-profile-context-channel-reentry-m5-tr-lb3,58,l3b-058-l3-029-rolling-volume-profile-context-channel-reentry-m5-tr-lb3,29,l3-029-rolling-volume-profile-context-channel-reentry-m5,trigger,CHANNEL_REENTRY,3,1,profile_value,profile_value_context,ROLLING_VOLUME_PROFILE_CONTEXT,filter,filter,CHANNEL_REENTRY,trigger,mean-reversion,M5,"EURUSD,GBPUSD,USDJPY,XAUUSD",M15,83.38,probe_now,ok,0.0,480.0,-0.0234,469,0.955,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\profiles\l3b-058-l3-029-rolling-volume-profile-context-channel-reentry-m5-tr-lb3.json,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-058-l3-029-rolling-volume-profile-context-channel-reentry-m5-tr-lb3
59,l3b-059-l3-030-bbands-position-mean-reversion-rsi-crossback-m5-tr-lb2,59,l3b-059-l3-030-bbands-position-mean-reversion-rsi-crossback-m5-tr-lb2,30,l3-030-bbands-position-mean-reversion-rsi-crossback-m5,trigger,RSI_CROSSBACK,2,1,mean_reversion,mean_reversion_reclaim,BBANDS_POSITION_MEAN_REVERSION,setup,mean-reversion,RSI_CROSSBACK,trigger,mean-reversion,M5,"EURUSD,GBPUSD,USDJPY,XAUUSD",M5,83.3,probe_now,ok,69.4983,136.0,0.2681,128,1.5094,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\profiles\l3b-059-l3-030-bbands-position-mean-reversion-rsi-crossback-m5-tr-lb2.json,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-059-l3-030-bbands-position-mean-reversion-rsi-crossback-m5-tr-lb2
60,l3b-060-l3-030-bbands-position-mean-reversion-rsi-crossback-m5-tr-lb3,60,l3b-060-l3-030-bbands-position-mean-reversion-rsi-crossback-m5-tr-lb3,30,l3-030-bbands-position-mean-reversion-rsi-crossback-m5,trigger,RSI_CROSSBACK,3,1,mean_reversion,mean_reversion_reclaim,BBANDS_POSITION_MEAN_REVERSION,setup,mean-reversion,RSI_CROSSBACK,trigger,mean-reversion,M5,"EURUSD,GBPUSD,USDJPY,XAUUSD",M5,83.3,probe_now,ok,69.4983,136.0,0.2681,128,1.5094,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\profiles\l3b-060-l3-030-bbands-position-mean-reversion-rsi-crossback-m5-tr-lb3.json,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-060-l3-030-bbands-position-mean-reversion-rsi-crossback-m5-tr-lb3
61,l3b-061-l3-031-rolling-volume-profile-context-pmo-crossover-m5-tr-lb1,61,l3b-061-l3-031-rolling-volume-profile-context-pmo-crossover-m5-tr-lb1,31,l3-031-rolling-volume-profile-context-pmo-crossover-m5,trigger,PMO_CROSSOVER,1,2,profile_value,profile_value_context,ROLLING_VOLUME_PROFILE_CONTEXT,filter,filter,PMO_CROSSOVER,trigger,confirm,M5,"EURUSD,GBPUSD,USDJPY,XAUUSD",M15,82.7,probe_now,ok,0.0,1360.0,-0.0858,1304,0.8748,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\profiles\l3b-061-l3-031-rolling-volume-profile-context-pmo-crossover-m5-tr-lb1.json,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-061-l3-031-rolling-volume-profile-context-pmo-crossover-m5-tr-lb1
